Scientific name	Comments	WORMS Authority	WORMS Rank	WORMS Kingdom	WORMS Phylum	WORMS Class	WORMS Order	WORMS Family	WORMS Genus	WORMS AphiaID
Euphysa aurata		Forbes, 1848	Species	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Corymorphidae	Euphysa	117561
Eupolymnia nebulosa		(Montagu, 1818)	Species	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Eupolymnia	131489
Euryarchaeota			Phylum	Archaea	Euryarchaeota					416226
Eurycope cornuta		Sars, 1864	Species	Animalia	Arthropoda	Malacostraca	Isopoda	Munnopsidae	Eurycope	118615
Eurycope producta		G.O. Sars, 1868	Species	Animalia	Arthropoda	Malacostraca	Isopoda	Munnopsidae	Eurycope	118623
Eurytemora		Giesbrecht, 1881	Genus	Animalia	Arthropoda		Calanoida	Temoridae	Eurytemora	104240
Eurytemora affinis		(Poppe, 1880)	Species	Animalia	Arthropoda		Calanoida	Temoridae	Eurytemora	104872
Euspira		Agassiz in J. Sowerby, 1837	Genus	Animalia	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Euspira	138239
Euspira pallida		(Broderip & Sowerby, 1829)	Species	Animalia	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Euspira	140536
Euterpina		Norman, 1903	Genus	Animalia	Arthropoda		Harpacticoida	Euterpinidae	Euterpina	115348
Euterpina acutifrons		(Dana, 1847)	Species	Animalia	Arthropoda		Harpacticoida	Euterpinidae	Euterpina	116162
Eutetramorus		Walton, 1918	Genus	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Radiococcaceae	Eutetramorus	601613
Euthora cristata		(C.Agardh) J.Agardh, 1847	Species	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Kallymeniaceae	Euthora	373772
Eutintinnus		Kofoid & Campbell, 1939	Genus	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Tintinnidae	Eutintinnus	183543
Eutintinnus elongatus		Jörgensen, 1924	Species	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Tintinnidae	Eutintinnus	183557
Eutreptia		Perty, 1852	Genus	Protozoa	Euglenozoa	Euglenoidea	Eutreptiida	Eutreptiaceae	Eutreptia	178582
Eutreptia lanowii		Steuer, 1904	Species	Protozoa	Euglenozoa	Euglenoidea	Eutreptiida	Eutreptiaceae	Eutreptia	248120
Eutreptiella		A.da Cunha, 1914	Genus	Protozoa	Euglenozoa	Euglenoidea	Eutreptiida	Eutreptiaceae	Eutreptiella	17657
Eutreptiella braarudii		Throndsen, 1969	Species	Protozoa	Euglenozoa	Euglenoidea	Eutreptiida	Eutreptiaceae	Eutreptiella	248121
Eutreptiella gymnastica		Throndsen, 1969	Species	Protozoa	Euglenozoa	Euglenoidea	Eutreptiida	Eutreptiaceae	Eutreptiella	110652
Evadne		Lovén, 1836	Genus	Animalia	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Evadne	106267
Evadne anonyx		G.O. Sars, 1897	Species	Animalia	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Evadne	234084
Evadne nordmanni		Lovén, 1836	Species	Animalia	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Evadne	106273
Exogone		Örsted, 1845	Genus	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Exogone	129654
Exogone dispar		(Webster, 1879)	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Exogone	333453
Exogone hebes		(Webster & Benedict, 1884)	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Exogone	238310
Exogone naidina		Örsted, 1845	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Exogone	327985
Exogone verugera		(Claparède, 1868)	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Exogone	333456
Fabricia stellaris		(Müller, 1774)	Species	Animalia	Annelida	Polychaeta	Sabellida	Fabriciidae	Fabricia	130913
Fabriciinae		Rioja, 1923	Family	Animalia	Annelida	Polychaeta	Sabellida	Fabriciidae		154918
Fabriciola baltica		Friedrich, 1939	Species	Animalia	Annelida	Polychaeta	Sabellida	Fabriciidae	Fabriciola	130915
Fabulina fabula		(Gmelin, 1791)	Species	Animalia	Mollusca	Bivalvia	Veneroida	Tellinidae	Fabulina	146907
Favella ehrenbergii		(Claparède & Lachmann, 1858) Jörgensen, 1924	Species	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Ptychocylididae	Favella	235761
Fibrocapsa japonica		S.Toriumi & H.Takano, 1973	Species	Chromista	Ochrophyta	Raphidophyceae	Chattonellales	Chattonellaceae	Fibrocapsa	233761
Filinia		Bory de St. Vincent, 1824	Genus	Animalia	Rotifera	Eurotatoria	Flosculariaceae	Trochosphaeridae	Filinia	134931
Filograna implexa		Berkeley, 1835	Species	Animalia	Annelida	Polychaeta	Sabellida	Serpulidae	Filograna	130989
Fish			Superclass	Animalia	Chordata					11676
Flabellina pedata		(Montagu, 1816)	Species	Animalia	Mollusca	Gastropoda	Nudibranchia	Flabellinidae	Flabellina	139993
Flabellina verrucosa		(M. Sars, 1829)	Species	Animalia	Mollusca	Gastropoda	Nudibranchia	Flabellinidae	Flabellina	153507
Flagellates			Phylum	Protozoa	Flagellates					146222
Florideophyceae		Cronquist, 1960	Class	Plantae	Rhodophyta	Florideophyceae				368670
Flustra foliacea		(Linnaeus, 1758)	Species	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Flustridae	Flustra	111367
Flustridae		Fleming, 1828	Family	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Flustridae		110749
Fontinalis		Hedw.	Genus	Plantae	Pteridophyta	Equisetopsida	Isobryales	Fontinalaceae	Fontinalis	292676
Fontinalis antipyretica		Hedw.	Species	Plantae	Pteridophyta	Equisetopsida	Isobryales	Fontinalaceae	Fontinalis	292677
Foraminifera			Phylum	Chromista	Foraminifera					1410
Fragilaria		Lyngbye, 1819	Genus	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	149028
Fragilaria capucina var. capucina			Variety	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	172385
Fragilaria crotonensis		Kitton, 1869	Species	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	149360
Fragilaria gaillonii										617736
Fragilaria heidenii		Østrup, 1910	Species	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	172397
Fragilaria nanana		Lange-Bertalot, 1993	Species	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	624948
Fragilaria striatula		Lyngbye, 1819	Species	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	157458
Fragilaria tenera		(W.Smith) Lange-Bertalot, 1980	Species	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	609814
Fragilaria ulna var. ulna		(Nitzsch) Lange-Bertalot, 1980	Species	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	149029
Fragilariopsis		Hustedt, 1913	Genus	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	149313
Fragilariopsis cylindrus		(Grunow) Krieger, 1954	Species	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	172418
Fragilariopsis oceanica		(Cleve) Hasle, 1965	Species	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	172436
Fragilidium		Balech ex Loeblich III, 1965	Genus	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrophacaceae	Fragilidium	109468
Fragilidium subglobosum		(von Stosch) Loeblich III, 1965	Species	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrophacaceae	Fragilidium	109705
Fritillaria		Fol, 1872	Genus	Animalia	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	103358
Fritillaria borealis		Lohmann, 1896	Species	Animalia	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria	103375
Fucales		Bory de Saint-Vincent, 1827	Order	Chromista	Ochrophyta	Phaeophyceae	Fucales			844
Fucus evanescens		C.Agardh, 1820	Species	Chromista	Ochrophyta	Phaeophyceae	Fucales	Fucaceae	Fucus	145545
Fucus radicans		L.Bergström & L.Kautsky, 2005	Species	Chromista	Ochrophyta	Phaeophyceae	Fucales	Fucaceae	Fucus	235808
Fucus serratus		Linnaeus, 1753	Species	Chromista	Ochrophyta	Phaeophyceae	Fucales	Fucaceae	Fucus	145546
Fucus spiralis		Linnaeus, 1753	Species	Chromista	Ochrophyta	Phaeophyceae	Fucales	Fucaceae	Fucus	145547
Fucus vesiculosus		Linnaeus, 1753	Species	Chromista	Ochrophyta	Phaeophyceae	Fucales	Fucaceae	Fucus	145548
Funiculina quadrangularis		(Pallas, 1766)	Species	Animalia	Cnidaria	Anthozoa	Pennatulacea	Funiculinidae	Funiculina	128506
Furcellaria lumbricalis		(Hudson) J.V.Lamouroux, 1813	Species	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Furcellariaceae	Furcellaria	145620
Gadidae		Rafinesque, 1810	Family	Animalia	Chordata	Actinopteri	Gadiformes	Gadidae		125469
Gadus morhua		Linnaeus, 1758	Species	Animalia	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	126436
Galathea strigosa		(Linnaeus, 1761)	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Galatheidae	Galathea	107155
Galatheidae		Samouelle, 1819	Family	Animalia	Arthropoda	Malacostraca	Decapoda	Galatheidae		106733
Galathowenia oculata		(Zachs, 1923)	Species	Animalia	Annelida	Polychaeta	Sabellida	Oweniidae	Galathowenia	146950
Galba truncatula		(O. F. Müller, 1774)	Species	Animalia	Mollusca	Gastropoda	Hygrophila	Lymnaeidae	Galba	716336
Gammarellus angulosus		(Rathke, 1843)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammarellidae	Gammarellus	102251
Gammarellus homari		(Fabricius, 1779)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammarellidae	Gammarellus	102253
Gammaridae		Leach, 1814	Family	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammaridae		101383
Gammaridea		Latreille, 1802	Suborder	Animalia	Arthropoda	Malacostraca	Amphipoda			1207
Gammaropsis maculata		(Johnston, 1828)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Photidae	Gammaropsis	102364
Gammaropsis melanops		G.O. Sars, 1883	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Photidae	Gammaropsis	102365
Gammaropsis nitida		(Stimpson, 1853)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Photidae	Gammaropsis	102367
Gammaropsis palmata		(Stebbing & Robertson, 1891)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Photidae	Gammaropsis	102369
Gammaropsis sophiae		(Boeck, 1861)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Photidae	Gammaropsis	102371
Gammarus		Fabricius, 1775	Genus	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammaridae	Gammarus	101537
Gammarus duebeni		Lilljeborg, 1852	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammaridae	Gammarus	102276
Gammarus locusta		(Linnaeus, 1758)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammaridae	Gammarus	102281
Gammarus oceanicus		Segerstråle, 1947	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammaridae	Gammarus	102285
Gammarus salinus		Spooner, 1947	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammaridae	Gammarus	102292
Gammarus zaddachi		Sexton, 1912	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Gammaridae	Gammarus	102299
Gari fervensis		(Gmelin, 1791)	Species	Animalia	Mollusca	Bivalvia	Veneroida	Psammobiidae	Gari	140870
Gasterosteidae		Bonaparte, 1831	Family	Animalia	Chordata	Actinopteri	Gasterosteiformes	Gasterosteidae		125476
Gasterosteus aculeatus		Linnaeus, 1758	Species	Animalia	Chordata	Actinopteri	Gasterosteiformes	Gasterosteidae	Gasterosteus	126505
Gastropoda		Cuvier, 1795	Class	Animalia	Mollusca	Gastropoda				101
Gastrosaccus spinifer		(Goës, 1864)	Species	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Gastrosaccus	120020
Gattyana		McIntosh, 1897	Genus	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Gattyana	129488
Gattyana amondseni		(Malmgren, 1867)	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Gattyana	130748
Gattyana cirrhosa		(Pallas, 1766)	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Gattyana	130749
Gibbula		Risso, 1826	Genus	Animalia	Mollusca	Gastropoda		Trochidae	Gibbula	138590
Glenodinium		Ehrenberg, 1836	Genus	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Glenodinium	109538
Glenodinium danicum		Paulsen, 1907	Species	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Glenodinium	110146
Glenodinium paululum		Lindernann	Species	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Glenodinium	110149
Glenodinium pilula		(Ostenfeld) Schiller, 1935	Species	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Glenodinium	571649
Glossobalanus marginatus		Meek, 1922	Species	Animalia	Hemichordata	Enteropneusta	[unassigned] Enteropneusta	Ptychoderidae	Glossobalanus	137607
Glycera		Lamarck, 1818	Genus	Animalia	Annelida	Polychaeta	Phyllodocida	Glyceridae	Glycera	129296
Glycera alba		(O.F. Müller, 1776)	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Glyceridae	Glycera	130116
Glycera capitata		Örsted, 1843	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Glyceridae	Glycera	130118
Glycera rouxii		Audouin & Milne Edwards, 1833	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Glyceridae	Glycera	130127
Glycera rouxii, frgm		Audouin & Milne Edwards, 1833	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Glyceridae	Glycera	130127
Glycera tesselata		Grube, 1840	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Glyceridae	Glycera	130128
Glycinde nordmanni		(Malmgren, 1866)	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Goniadidae	Glycinde	130136
Glyptocephalus cynoglossus		(Linnaeus, 1758)	Species	Animalia	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Glyptocephalus	127136
Glyptotendipes		Kieffer, 1913	Genus	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Glyptotendipes	150884
Gnathia oxyuraea		(Lilljeborg, 1855)	Species	Animalia	Arthropoda	Malacostraca	Isopoda	Gnathiidae	Gnathia	118995
Gnathia oxyurea		(Lilljeborg, 1855)	Species	Animalia	Arthropoda	Malacostraca	Isopoda	Gnathiidae	Gnathia	118995
Gobiidae		Cuvier, 1816	Family	Animalia	Chordata	Actinopteri	Perciformes	Gobiidae		125537
Gobius		Linnaeus, 1758	Genus	Animalia	Chordata	Actinopteri	Perciformes	Gobiidae	Gobius	125988
Gobiusculus flavescens		(Fabricius, 1779)	Species	Animalia	Chordata	Actinopteri	Perciformes	Gobiidae	Gobiusculus	126898
Golenkinia radiata		Chodat, 1894	Species	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Neochloridaceae	Golenkinia	164095
Golfingia		Lankester, 1885	Genus	Animalia	Sipuncula	Sipunculidea	Golfingiida	Golfingiidae	Golfingia	136021
Golfingia margaritacea		(Sars, 1851)	Species	Animalia	Sipuncula	Sipunculidea	Golfingiida	Golfingiidae	Golfingia	136044
Golfingia sp		Lankester, 1885	Genus	Animalia	Sipuncula	Sipunculidea	Golfingiida	Golfingiidae	Golfingia	136021
Golfingia vulgaris		(de Blainville, 1827)	Species	Animalia	Sipuncula	Sipunculidea	Golfingiida	Golfingiidae	Golfingia	424332
Golfingiidae		Stephen & Edmonds, 1972	Family	Animalia	Sipuncula	Sipunculidea	Golfingiida	Golfingiidae		2032
Gomontia polyrhiza		(Lagerheim) Bornet & Flahault, 1888	Species	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales	Gomontiaceae	Gomontia	144903
Gomphonema		Ehrenberg, 1832	Genus	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	149553
Gomphonema olivaceum var. olivaceum			Variety	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	176158
Gomphosphaeria		Kützing, 1836	Genus	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Gomphosphaeriaceae	Gomphosphaeria	146570
Gomphosphaeria aponina		Kützing, 1836	Species	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Gomphosphaeriaceae	Gomphosphaeria	146572
Gonactinia prolifera		(Sars, 1835)	Species	Animalia	Cnidaria	Anthozoa	Actiniaria	Gonactiniidae	Gonactinia	100912
Goneplax rhomboides		(Linnaeus, 1758)	Species	Animalia	Arthropoda	Malacostraca	Decapoda	Goneplacidae	Goneplax	107292
Goniada maculata		Örsted, 1843	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Goniadidae	Goniada	130140
Goniochloris		Geitler, 1928	Genus	Chromista	Ochrophyta	Xanthophyceae	Mischococcales	Pleurochloridaceae	Goniochloris	600926
Goniochloris contorta		(Bourrelly) Ettl	Species	Chromista	Ochrophyta	Xanthophyceae	Mischococcales	Pleurochloridaceae	Goniochloris	610067
Goniochloris mutica		(A.Braun) Fott, 1960	Species	Chromista	Ochrophyta	Xanthophyceae	Mischococcales	Pleurochloridaceae	Goniochloris	610314
Goniochloris smithii		(Bourrelly) Fott, 1960	Species	Chromista	Ochrophyta	Xanthophyceae	Mischococcales	Pleurochloridaceae	Goniochloris	610316
Goniochloris spp		Geitler, 1928	Genus	Chromista	Ochrophyta	Xanthophyceae	Mischococcales	Pleurochloridaceae	Goniochloris	600926
Gonium pectorale		O.F.Müller, 1773	Species	Plantae	Chlorophyta	Chlorophyceae	Volvocales	Goniaceae	Gonium	577672
Gonyaulax		Diesing, 1866	Genus	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	109519
Gonyaulax polygramma		Stein, 1883	Species	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	110035
Gonyaulax scrippsae		Kofoid, 1911	Species	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	110039
Gonyaulax verior		Sournia, 1973	Species	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	110045
Gonyostomum semen		(Ehrenberg) Diesing, 1866	Species	Chromista	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Gonyostomum	375674
Gorgonacea		Lamouroux, 1816	Order	Animalia	Cnidaria	Anthozoa	Gorgonacea			1366
Gorgonocephalus caputmedusae		(Linnaeus, 1758)	Species	Animalia	Echinodermata	Ophiuroidea	Euryalida	Gorgonocephalidae	Gorgonocephalus	124967
Gracilaria gracilis		(Stackhouse) M.Steentoft, L.M.Irvine & W.F.Farnham, 1995	Species	Plantae	Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	145700
Gracilaria vermiculophylla		(Ohmi) Papenfuss, 1967	Species	Plantae	Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilaria	236157
Gracilechinus acutus		(Lamarck, 1816)	Species	Animalia	Echinodermata	Echinoidea	Camarodonta	Echinidae	Gracilechinus	532031
Grammatophora		Ehrenberg, 1840	Genus	Chromista	Ochrophyta	Bacillariophyceae	Striatellales	Striatellaceae	Grammatophora	149335
Grammatophora marina		(Lyngbye) Kützing, 1844	Species	Chromista	Ochrophyta	Bacillariophyceae	Striatellales	Striatellaceae	Grammatophora	149338
Graphis albida		(Kanmacher, 1798)	Species	Animalia	Mollusca	Gastropoda		Tofanellidae	Graphis	139163
Griffithsia corallinoides		(Linnaeus) Trevisan, 1845	Species	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Wrangeliaceae	Griffithsia	144582
Guinardia		H.Peragallo, 1892	Genus	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	149111
Guinardia delicatula		(Cleve) Hasle, 1997	Species	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	149112
Guinardia flaccida		(Castracane) H.Peragallo, 1892	Species	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	149132
Guinardia striata		(Stolterfoth) Hasle, 1996	Species	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	149113
Gymnocephalus cernuus		(Linnaeus, 1758)	Species	Animalia	Chordata	Actinopteri	Perciformes	Percidae	Gymnocephalus	151302
Gymnodiniales		Lemmermann, 1910	Order	Chromista	Myzozoa	Dinophyceae	Gymnodiniales			109392
Gymnodinium		Stein, 1878	Genus	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	109475
Gymnodinium abbreviatum		Kofoid & Swezy, 1921	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	109777
Gymnodinium aureolum		(E.M.Hulburt) G.Hansen, 2000	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	232716
Gymnodinium chlorophorum		Elbrächter & Schnepf, 1996	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	109785
Gymnodinium elongatum		Hope, 1954	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	109791
Gymnodinium galatheanum		Braarud, 1957	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	109796
Gymnodinium galeatum		J.Larsen, 1994	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	232765
Gymnodinium gracile		Bergh, 1881	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	109800
Gymnodinium halophilum		Biecheler, 1952	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	109802
Gymnodinium heterostriatum		Kofoid & Swezy, 1921	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	232778
Gymnodinium lebourae		Pavillard, 1921	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	109808
Gymnodinium lohmannii		Paulsen, 1908	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	109809
Gymnodinium ostenfeldii		Schiller, 1928	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	109819
Gymnodinium pygmaeum		Lebour, 1925	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	109825
Gymnodinium rhomboides		Schutt, 1895	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	109826
Gymnodinium sanguineum		K.Hirasaka, 1922	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	162544
Gymnodinium simplex		(Lohmann) Kofoid & Swezy, 1921	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	109831
Gymnodinium verruculosum		P.H.Campbell, 1973	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	232880
Gymnodinium vestificii		Schütt, 1885	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	109837
Gyptis		Marion & Bobretzky in Marion, 1874	Genus	Animalia	Annelida	Polychaeta	Phyllodocida	Hesionidae	Gyptis	129307
Gyraulus		Charpentier, 1837	Genus	Animalia	Mollusca	Gastropoda	Hygrophila	Planorbidae	Gyraulus	153936
Gyrodinium		Kofoid & Swezy, 1921	Genus	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	109476
Gyrodinium aciculatum		G.Hansen & J.Larsen, 1992	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	232901
